ID;ente;segnatura;titolo;incipit;data;Lib_note;Img_ID2;link_img
27;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_12_13.jpg
28;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_14_15.jpg
29;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_16_17.jpg
30;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_18_19.jpg
31;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_20_21.jpg
32;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_22_23.jpg
33;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_24_25.jpg
34;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_26_27.jpg
35;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_28_29.jpg
36;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_30_31.jpg
37;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_32_33.jpg
38;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_34_35.jpg
39;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_36_37.jpg
40;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_38_39.jpg
41;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_40_41.jpg
42;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_42_43.jpg
43;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_44_45.jpg
44;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_46_47.jpg
45;BCA;17_IX_002;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;2;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_002_48.jpg
46;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_01.jpg
47;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_02_03.jpg
48;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_04_05.jpg
49;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_06_07.jpg
50;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_08_09.jpg
51;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_10_11.jpg
52;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_12_13.jpg
53;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_14_15.jpg
54;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_16_17.jpg
55;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_18_19.jpg
56;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_20_21.jpg
57;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_22_23.jpg
58;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_24_25.jpg
59;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_26_27.jpg
60;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_28_29.jpg
61;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_30_31.jpg
62;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_32_33.jpg
63;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_34_35.jpg
64;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_36_37.jpg
65;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_38_39.jpg
66;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_40_41.jpg
67;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_42_43.jpg
68;BCA;17_IX_003;Stanze nel nobilissimo torneo, fatto per le felicissime nozze de gli illustrissimi signori, il signor Piriteo Malvezzi, et sig. donna Beatrice Orsini.;Canto l'altro trionfo, e il bel torneo, / Che tal visto non fu, molt'anni, e lustri;1585;;3;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_003_44_45.jpg
69;BCA;17_IX_004;La barca de ruinati, che parte per Trabisonda, dove s'invitano tutti i falliti, consumati, & mal andati, et tutti quelli, che non possono comparire al mondo per i debiti.;Si fa intendere à tutti i ruinati, / A gli oppressi da i debiti a i falliti,;1592;;4;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_004_01.jpg
70;BCA;17_IX_004;La barca de ruinati, che parte per Trabisonda, dove s'invitano tutti i falliti, consumati, & mal andati, et tutti quelli, che non possono comparire al mondo per i debiti.;Si fa intendere à tutti i ruinati, / A gli oppressi da i debiti a i falliti,;1592;;4;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_004_02_03.jpg
71;BCA;17_IX_004;La barca de ruinati, che parte per Trabisonda, dove s'invitano tutti i falliti, consumati, & mal andati, et tutti quelli, che non possono comparire al mondo per i debiti.;Si fa intendere à tutti i ruinati, / A gli oppressi da i debiti a i falliti,;1592;;4;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_004_04_05.jpg
72;BCA;17_IX_004;La barca de ruinati, che parte per Trabisonda, dove s'invitano tutti i falliti, consumati, & mal andati, et tutti quelli, che non possono comparire al mondo per i debiti.;Si fa intendere à tutti i ruinati, / A gli oppressi da i debiti a i falliti,;1592;;4;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_004_06_07.jpg
73;BCA;17_IX_004;La barca de ruinati, che parte per Trabisonda, dove s'invitano tutti i falliti, consumati, & mal andati, et tutti quelli, che non possono comparire al mondo per i debiti.;Si fa intendere à tutti i ruinati, / A gli oppressi da i debiti a i falliti,;1592;;4;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_004_08.jpg
74;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_01.jpg
75;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_02_03.jpg
76;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_04_05.jpg
77;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_06_07.jpg
78;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_08_09.jpg
79;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_10_11.jpg
80;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_12_13.jpg
81;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_14_15.jpg
82;BCA;17_IX_005;La Mantina con la giunta, et la sua risposta;Mantina crudelissima / Più fiera d'una vipera,;1592;;5;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_005_16.jpg
83;BCA;17_IX_006;Canzone in dialogo di M. Poco Fila, e Manco Inaspa de' Riposati, e Dapochina Dormentona sua serva, sopra una sua cagnuola persa, detta la Pelosina.;Poveretta mi tapina, / Dolorosa, e sconsolata,;1594;;6;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_006_01.jpg
84;BCA;17_IX_006;Canzone in dialogo di M. Poco Fila, e Manco Inaspa de' Riposati, e Dapochina Dormentona sua serva, sopra una sua cagnuola persa, detta la Pelosina.;Poveretta mi tapina, / Dolorosa, e sconsolata,;1594;;6;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_006_02_03.jpg
85;BCA;17_IX_006;Canzone in dialogo di M. Poco Fila, e Manco Inaspa de' Riposati, e Dapochina Dormentona sua serva, sopra una sua cagnuola persa, detta la Pelosina.;Poveretta mi tapina, / Dolorosa, e sconsolata,;1594;;6;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_006_04_05.jpg
86;BCA;17_IX_006;Canzone in dialogo di M. Poco Fila, e Manco Inaspa de' Riposati, e Dapochina Dormentona sua serva, sopra una sua cagnuola persa, detta la Pelosina.;Poveretta mi tapina, / Dolorosa, e sconsolata,;1594;;6;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_006_06_07.jpg
87;BCA;17_IX_006;Canzone in dialogo di M. Poco Fila, e Manco Inaspa de' Riposati, e Dapochina Dormentona sua serva, sopra una sua cagnuola persa, detta la Pelosina.;Poveretta mi tapina, / Dolorosa, e sconsolata,;1594;;6;http://badigit.comune.bologna.it/GCCroce/croce_750/17_IX_006_08.jpg
